kind,slug,route_or_routes,source_updated,historical_maturity,capability,historical_gaps_and_amendments,reconciliation_to_current_main,source_path,purpose_line,gap_line,review_status,review_sections
software,wine-studio,"[""/studio"", ""/studio/queue"", ""/studio/certify"", ""/studio/invite/:token""]",2026-09-01,partial,"Internal invite-only wine corpus extraction, per-field correction/review, contributor trust and promotion.","Software corrects Studio/queue missing-gateway claim: proxy landed73. URL crawl, silent manual local fallback, metrics/roster error states and successful live invite remain unproven.",Preserve proxy/JWT boundary and trusted corpus workflow. Page prose recommending direct orchestrator calls is explicitly superseded by gateway choice; current source audit governs remaining gaps.,repository/.planning/08-softwares/wine-studio.md,20,190,read_targeted,"0,1,7,8"
page,admin-health,/admin/health,2026-08-26,partial,"Fleet cards, polling and raw drill-down.",Old list failures/green stale health and duplicate /admin.,ADR0143 merger decided; current router still separate.,repository/.planning/06-pages/admin-health.md,29,66,read_targeted,"1,1a,9,12,13;14/15 where present"
page,admin,/admin,2026-08-26,partial,Infrastructure/agent board with local configuration.,"Decorative providers, key-configured mistaken for answering, local save and non-restart.",Restart requires SQL platform flag plus Studio developer role in latest decision; unfinished page lane.,repository/.planning/06-pages/admin.md,30,67,read_targeted,"1,1a,9,12,13;14/15 where present"
page,authorize-integration,/authorize/:integrationId,2026-08-26,complete,Explain Google Drive/Excel permission before provider consent.,Hardcoded valid IDs disagree with server-driven catalogue.,"Current auth callback/state ownership reviewed separately; this is document storage, not POS.",repository/.planning/06-pages/authorize-integration.md,27,67,read_targeted,"1,1a,9,12,13;14/15 where present"
page,calendar,/calendar,2026-08-26,partial,"Operating calendar, recurrence/editing, reminders/memo.","Older browser reminder, dropped memo/labels/edit fields; iCal unproven.",Later Wave Four server reminders supersede blanket absent claim; external push port separate.,repository/.planning/06-pages/calendar.md,29,98,read_targeted,"1,1a,9,12,13;14/15 where present"
page,communications,/communications,2026-09-02,hollow,"Threads, templates, scheduled reports and outbound history.",Legacy workshops no-op while new workshop saves; stored layout cannot reopen; old schedule/send/summary gaps.,ADR0098 corrected preference columns; current house mail/text distinct from remaining368 transport port.,repository/.planning/06-pages/communications.md,29,166,read_targeted,"1,1a,9,12,13;14/15 where present"
page,credits,/credits,2026-08-26,complete,Compatibility route to /receipts?tab=credits.,No independent defect; claimed recovery belongs to destination.,Redirect retained; new receipts native credits lane was a later parity item.,repository/.planning/06-pages/credits.md,26,60,read_targeted,"1,1a,9,12,13;14/15 where present"
page,dashboard,/,2026-09-03,hollow,Day’s figures and attention/approval queue.,Old hollow/PO-cost-as-revenue narrative superseded same commit; later random/error and purchased-vs-sold lens findings dated.,Current new calendar/waiting rail and data hooks reviewed separately; know flag.,repository/.planning/06-pages/dashboard.md,36,143,read_full,Full file
page,dev-sandbox,/dev-sandbox,2026-08-26,complete,Frontend event/toast/storage test bench.,"Production route and shared local queues; tests UI reaction, not POS ingestion.",Still guarded route in current router; do not treat fixture as restaurant data.,repository/.planning/06-pages/dev-sandbox.md,28,64,read_targeted,"1,1a,9,12,13;14/15 where present"
page,distributors,/distributors,2026-08-26,complete,Compatibility redirect to Providers discover tab.,No own runtime problem; hook ownership and unmeasured cold-link traffic.,Current redirect remains; preserve incoming old URLs at cutover.,repository/.planning/06-pages/distributors.md,26,62,read_targeted,"1,1a,9,12,13;14/15 where present"
page,documents-reports,/documents-reports,2026-09-02,hollow,"Sorting Office: countable registers plus reading pane, alongside legacy archive.",Old fileless report archive; captions/counts/query errors and share link history.,"Later new page removes duplicate list; floor counts/source failures, cross-filing and vendor identity records are meaningful. Generated file still must exist.",repository/.planning/06-pages/documents-reports.md,37,346,read_targeted,"1,1a,9,12,13;14/15 where present"
page,forgot-password,/forgot-password,2026-08-26,partial,Enumeration-resistant reset request.,Raw email casing and mock sender can fail behind intentional uniform response; per-process throttles.,Preserve anti-enumeration response while checking actual mail delivery and current auth challenge path.,repository/.planning/06-pages/forgot-password.md,27,65,read_targeted,"1,1a,9,12,13;14/15 where present"
page,get-started,/get-started,2026-08-26,partial,Import by photo/file/manual then configure threshold; staff welcome.,"Old public owner flow, blank loading and missing guidance sink/POS question.","ADR0143/0144 Arrival at this route: optional invoice first, house-state FAQ and folios; build unfinished.",repository/.planning/06-pages/get-started.md,35,89,read_targeted,"1,1a,9,12,13;14/15 where present"
page,help,/help,2026-08-26,partial,"FAQ, tours and support entry.",Unverified old support mailbox/Slack and dead guidance collector.,Latest owner chose genuine help/house state; contacts/state remain page forks; domain mailbox is separate dependency.,repository/.planning/06-pages/help.md,31,78,read_targeted,"1,1a,9,12,13;14/15 where present"
page,inventory,/inventory,2026-09-03,partial,Counts/storage/intake/verification and row-level evidence.,Older dark market and item-invoice join;26 wrongly linked generic rows explicitly left for repair.,307 mapping;312 strict below-par/null-cost/par-alert;0130 generic identity refusal recorded closed. Data repair is not proven by code fix.,repository/.planning/06-pages/inventory.md,28,139,read_targeted,"1,1a,9,12,13;14/15 where present"
page,invite-landing,/invite/:code,2026-08-26,partial,Preview invite and sign in/create/accept with clear context.,Missing-token no-op; used/invalid collapsed to expired; targetEmail policy.,Latest public page design differs; bearer invite policy must be read from current ADR/auth code.,repository/.planning/06-pages/invite-landing.md,30,69,read_targeted,"1,1a,9,12,13;14/15 where present"
page,login,/login,2026-08-26,partial,Identity-first available sign-in methods.,Feature list still claims Gmail auto-routing though purpose says removed; Microsoft/Apple disabled and Apple schema prerequisite.,ADR0024 explicitly accepts rate-limited method disclosure. Reset enumeration is intentionally different.,repository/.planning/06-pages/login.md,33,86,read_targeted,"1,1a,9,12,13;14/15 where present"
page,logs,/logs,2026-09-03,partial,Correlation timeline across six operational registers.,Old swallowed source failures fixed262;100-row floor/pagination and cross-links lagged.,Current LogsNext has window/cursor disclosure; correlation event-store tenant proof still confirmed missing at60ed83a7.,repository/.planning/06-pages/logs.md,26,83,read_targeted,"1,1a,9,12,13;14/15 where present"
page,no-access,/no-access,2026-08-26,hollow,Signed-in account with no restaurant membership.,Old AuthContext invented My Restaurant instead; failed membership read indistinguishable.,Current branch-switch/client scope issue still confirmed; no-member policy needs current implementation proof.,repository/.planning/06-pages/no-access.md,27,62,read_targeted,"1,1a,9,12,13;14/15 where present"
page,notifications,/notifications,2026-09-03,partial,Durable inbox and actions/preferences.,Local custom actions; error/loading discarded in old page; routing categories and phantom prefs.,0098 prefs corrected;313 held reasons and per-wine stack corrected. Do not backfill old last_alerted timestamps as measured.,repository/.planning/06-pages/notifications.md,31,104,read_targeted,"1,1a,9,12,13;14/15 where present"
page,onboarding,/onboarding,2026-08-26,partial,Old wizard retirement card/forward to get-started.,Dead OnboardingContext and failure-as-no-menu; POS only a sentence.,"Current Arrival planned on get-started, not registration; do not resurrect old wizard.",repository/.planning/06-pages/onboarding.md,28,65,read_targeted,"1,1a,9,12,13;14/15 where present"
page,orders,/orders,2026-08-26,partial,"PO lifecycle, vendor drafts/deals and booking.","Phantom add-from-order, missing-master silent booking skip, insights auth and staff controls.",Current order capture/new shape and approve/send seal exist or are specified; exact send requires actual endpoint/provider.,repository/.planning/06-pages/orders.md,32,133,read_targeted,"1,1a,9,12,13;14/15 where present"
page,privacy,/privacy,2026-08-26,complete,Public explanation of code behavior and controls.,No guard coupling future tracking changes to notice; controls links too shallow; old brand.,Latest public notice work must align actual code/config and confirmed Mudavym identity; no legal compliance certification implied.,repository/.planning/06-pages/privacy.md,28,79,read_targeted,"1,1a,9,12,13;14/15 where present"
page,profile,/profile,2026-08-26,partial,"Personal identity/security/OAuth/theme, old manager billing/house fields and exit.",Silent failed reads can save stale cached restaurant name; support address obsolete.,ADR0114 moves house connections to /connections and keeps person account here; native parity separate.,repository/.planning/06-pages/profile.md,32,79,read_targeted,"1,1a,9,12,13;14/15 where present"
page,promotions,/promotions,2026-08-26,partial,"Offers, sender trust and supplier prospects.",Old shadow/dormant sentence contradicted by live producer; dismissal browser-only and list failure empty.,"ADR0144 house-wide dismiss/paid comparison specified, remaining page build not done.",repository/.planning/06-pages/promotions.md,29,79,read_targeted,"1,1a,9,12,13;14/15 where present"
page,providers,/providers,2026-08-26,partial,Supplier roster/map and richer twin detail.,"Old price-page navigation missing, agent-off empty intelligence, legacy skin inside new sheet.",Sept11 printed-tax identity provisional creation added; do not confuse with a new supplier outreach authorization.,repository/.planning/06-pages/providers.md,32,137,read_targeted,"1,1a,9,12,13;14/15 where present"
page,receipts,/receipts,2026-09-04,partial,"Vendor image/lines review, credits and canonical document entry.",New vs legacy credit parity; old never-extracted statement contradicted by later extracted-doc lens. Consolidated invoice gate only when sole delivery.,"Preserve explicit unread original, as-printed provenance, paired vs manual item links. Dated tests and sim evidence are not all real-world extraction.",repository/.planning/06-pages/receipts.md,28,165,read_targeted,"1,1a,9,12,13;14/15 where present"
page,receiving-door,/receiving/:orderId/door,2026-08-26,partial,"One-handed paper photo/count/damage, no prices; offline queue.",Old orphan claim superseded; offline success/queue depth and damage image evidence need care.,Current count books provisional quantity and explicit notBooked reasons. Web/native identity-bound retry remains confirmed lifecycle gap.,repository/.planning/06-pages/receiving-door.md,28,115,read_targeted,"1,1a,9,12,13;14/15 where present"
page,receiving,/receiving,2026-09-01,broken,"Role-based staff door, manager money-at-risk, owner actual recovered credits.","Old broken/orphan verdict corrected. Deep pipeline review exposes historical wrong columns/case, duplicate booking, tenant holes, missing label and shadow release.",Later ADR0057/0059/0060 and0103 close many; current verification changes cost not quantity. No blanket unresolved list from old P1–P14.,repository/.planning/06-pages/receiving.md,27,149,read_targeted,"1,1a,9,12,13;14/15 where present"
page,recommendations-catalog,/recommendations/catalog,2026-09-03,broken,Candidate grid with per-house computable/blocked coverage and source requirements.,375/573 headline vs actual readiness; old auth finding fixed by software note; different readiness endpoints disagree.,"Use live candidate count and actual house readiness, not historical total in command text.",repository/.planning/06-pages/recommendations-catalog.md,29,91,read_targeted,"1,1a,9,12,13;14/15 where present"
page,recommendations,/recommendations,2026-09-03,broken,"Rule-based findings, disposition/history/snooze/assignment.",Old broken-auth verdict superseded; sidebar decision and disposition-vs-execution.,Sept3 lens matched12 evaluated/1active. Current new page additionally changes dismissal behavior; not an LLM-generated rule feed.,repository/.planning/06-pages/recommendations.md,30,102,read_targeted,"1,1a,9,12,13;14/15 where present"
page,register,/register,2026-08-26,partial,Join via code or create restaurant/owner with verification.,Old takeover item fixed in software record; relative invite URL; email normalization and onboarding seed.,"ADR0024 permits identity disclosure, but URL/log shape remains distinct; latest login/register retain improved old design.",repository/.planning/06-pages/register.md,28,75,read_targeted,"1,1a,9,12,13;14/15 where present"
page,reports,/reports,2026-09-03,hollow,"Configurable analysis blocks, insights, comparisons and exports.",Old mock-answer/generate narrative superseded; later random period/heatmap/reconciliation and day-row-as-order counts documented.,Current ReportsNext materially newer; graph vs analysis selection separate. Each figure needs named source and absence behavior.,repository/.planning/06-pages/reports.md,29,106,read_targeted,"1,1a,9,12,13;14/15 where present"
page,reset-password,/reset-password,2026-08-26,complete,Single-use token to set password and return to login.,Historical reset does not revoke existing sessions; user expectation vs implementation.,Current session policy needs separate proof; do not conflate token consumption with revocation.,repository/.planning/06-pages/reset-password.md,28,63,read_targeted,"1,1a,9,12,13;14/15 where present"
page,services,/services,2026-08-26,complete,Compatibility redirect to settings permissions tab.,No own runtime issue; destination consent controls historically inert.,Keep callback/bookmark behavior separate from whether controls are enforced.,repository/.planning/06-pages/services.md,26,59,read_targeted,"1,1a,9,12,13;14/15 where present"
page,settings,/settings,2026-08-26,hollow,Ten configuration tabs for house/people/connections/units/notifications.,22 wrong-schema switches removed; autonomy toggle added; service permissions consumer and iCal token rotation issue.,Current EAV flags and /connections change architecture; failed reads must differ from missing-row defaults.,repository/.planning/06-pages/settings.md,33,122,read_targeted,"1,1a,9,12,13;14/15 where present"
page,simpos-order-log,/simpos/:restaurantId/orders,2026-09-03,partial,Fixture check details and webhook delivery/error evidence.,Old failed reads empty and fetch-once; no failed-delivery filter.,310 adds real totals/category/venue time/hours-state; synthetic venue only.,repository/.planning/06-pages/simpos-order-log.md,26,73,read_targeted,"1,1a,9,12,13;14/15 where present"
page,simpos-scenarios,/simpos/:restaurantId/scenarios,2026-09-02,partial,Compare a recorded synthetic day’s expectation with twenty downstream checks.,Missing-webhook detector cannot pass; cross-UTC day/other-run aggregates unverifiable.,Sept3 records17pass0fail3unverifiable; avoids counting lack of evidence as pass. Not customer proof.,repository/.planning/06-pages/simpos-scenarios.md,31,96,read_targeted,"1,1a,9,12,13;14/15 where present"
page,simpos-terminal,/simpos/:restaurantId,2026-09-03,partial,"Synthetic check entry/void/comp/catalogue drift, signed close.",Seed/read errors and dev-frontend/prod-gateway mismatch; placeholder tables.,310 closes six fidelity/UI defects; simulator is explicitly not new POS product.,repository/.planning/06-pages/simpos-terminal.md,30,102,read_targeted,"1,1a,9,12,13;14/15 where present"
page,sommelier,/sommelier,2026-09-03,hollow,Pairing/buyer/training chat with wine context.,"Missing chat backend;317 fixes real inventory fallback, says unavailable, refuses to call unknown par fine.",ADR0145 plans /ask and redirect; neither route rewrite nor Reading page is current60ed83a7.,repository/.planning/06-pages/sommelier.md,28,84,read_targeted,"1,1a,9,12,13;14/15 where present"
page,studio-certify,/studio/certify,2026-08-26,partial,Manage trusted contributor access.,Old broken proxy/redeem/email cases closed0021; roster read failure and active-count need review.,Later guidance supersedes direct-orchestrator recommendation. Successful invite requires account/role refresh proof.,repository/.planning/06-pages/studio-certify.md,30,70,read_targeted,"1,1a,9,12,13;14/15 where present"
page,studio-invite-redeem,/studio/invite/:token,2026-08-26,partial,Explicit single-use grant to authenticated account.,No-account onboarding path and successful live grant unproven in old review.,Never redeem automatically on mount; proxy error categories are part of product contract.,repository/.planning/06-pages/studio-invite-redeem.md,30,91,read_targeted,"1,1a,9,12,13;14/15 where present"
page,studio-queue,/studio/queue,2026-08-26,broken,Human review of contributor field overrides.,"Proxy gap closed in software note; all-clear badge during failure, missing citation snippet/client pagination.",Current code decides remaining issues; old prescribed direct port8000 fix is superseded.,repository/.planning/06-pages/studio-queue.md,28,69,read_targeted,"1,1a,9,12,13;14/15 where present"
page,studio,/studio,2026-08-26,partial,Trusted corpus ingest/correction/promotion.,"Route gap closed73; URL crawler no-op, local manual fallback and metrics zeros.",Source records model confidence/ontology/critic fields not all exposed; authenticate extraction and attribute real model runs.,repository/.planning/06-pages/studio.md,30,89,read_targeted,"1,1a,9,12,13;14/15 where present"
page,team,/team,2026-09-02,live,Manager schedule desk and staff shifts/timeoff/cover.,ADR0089 repairs empty/all-clear and mutation errors; source measured no real schedules/wages; credential applicability not modeled.,Current new page parity separate from observed adoption. Do not sell Floor Checker as staff performance analytics.,repository/.planning/06-pages/team.md,35,167,read_targeted,"1,1a,9,12,13;14/15 where present"
page,vendor-prices,/vendor-prices,2026-08-26,hollow,Observed vendor quote ladder with provenance and trends.,Manual-only producer despite six-source legend; no navigation; food/freshness/currency limits.,New-page contracts need actual invoice-paid producer and source scopes. Nice empty state is not populated comparison.,repository/.planning/06-pages/vendor-prices.md,29,76,read_targeted,"1,1a,9,12,13;14/15 where present"
page,vendor-public-page,/v/:slug,2026-08-26,partial,Public vendor catalogue/search/contact and normalized offer metadata.,"Publisher absent in software record; client-only JSON-LD, no share metadata, no empty copy/pagination/attribution.",Missing and unpublished intentionally both404. Do not expose negotiated tenant prices in public feed.,repository/.planning/06-pages/vendor-public-page.md,28,77,read_targeted,"1,1a,9,12,13;14/15 where present"
page,verify-email,/verify-email,2026-08-26,partial,Instructions/resend or explicit emailed-token redemption.,Old claim gate absent contradicted by0023done; sender mock and URL fallback risk.,"Fresh tokens require reload/refresh path; confirmed domain must reach actual auth mail origins, not only web title.",repository/.planning/06-pages/verify-email.md,28,70,read_targeted,"1,1a,9,12,13;14/15 where present"
page,wines,/wines,2026-08-26,hollow,Master catalogue search/filter/add with inventory overlay.,"Old fake tasting export/body constants, deferred market data and fake order/recurring success.","317 removes fabricated par for assistant; new multi-beverage cellar is separate flagged family, not all legacy wine controls automatically fixed.",repository/.planning/06-pages/wines.md,28,76,read_targeted,"1,1a,9,12,13;14/15 where present"
