path,commit,type,bytes,lines,sha256,changed_since_supplied,read_status,read_scope,source_url
.planning/06-pages/authorize-integration.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,8355,119,17f75adc7461b8cb0f57df1b550b890d2fe6ecb09cd0e33291cb500ce488acd1,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/authorize-integration.md
.planning/06-pages/calendar.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,107690,1332,f77a9532a14c9eb437b9898244aa6639921a897fdc330040ea8c46b3882d0f80,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/calendar.md
.planning/06-pages/communications.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,77312,995,a016de59bc1715b03f5b247ea8ceba98af842af94fe7621da36a59a8c853b493,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/communications.md
.planning/06-pages/connections.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,83122,1192,4ac2b9b46036e4cb5c9c70eeb748fb5631f19da438f59e8476a6db697ccf5a0f,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/connections.md
.planning/06-pages/credits.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,4040,119,eefee190e2f950861e0df442e0f13fefd7ca8a7bc9d5e6e07fa82dc23e0dcea4,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/credits.md
.planning/06-pages/dashboard.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,62675,826,d81db1f256a74097643b20ec6301a66b69a9ca98a4764f9cc6369e35a4fa3b68,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/dashboard.md
.planning/06-pages/dev-sandbox.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,10664,189,88b996fddcedca6c3573fb9eb960ffbb525c4d9afcc5788ba773b0399a24481b,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/dev-sandbox.md
.planning/06-pages/distributors.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,5653,141,0c6ee8c1731e76df7513424ed308bc494deab7f6bfe7b72d2e2ee32776d3ce3e,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/distributors.md
.planning/06-pages/documents-reports.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,34124,514,be62f7797384cea0cf88a237ec98c63aa6f139dc9586ff25c8e0d51b2dd43dfd,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/documents-reports.md
.planning/06-pages/forgot-password.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,6898,119,4a11f598685dbab19967617809826aee568c0feee9cdc485d9bfe5aee170072b,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/forgot-password.md
.planning/06-pages/get-started.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,19245,195,c5f98d58dea8d60007015ff6a207d0a456ac2004cdef155cd333f8d07c95b9ec,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/get-started.md
.planning/06-pages/help.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,10253,196,373ec5e8e303d77a8ef9c5dc0a89a1b75b45be15a4527b2be2a8164ae7a6213c,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/help.md
.planning/06-pages/inventory.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,43445,534,861f10163a6ac260cb5860cdb3648b27190bcd54463ff5975d2cc3a33c5f48df,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/inventory.md
.planning/06-pages/invite-landing.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,9163,136,7b811e62260d37df4ba8bce8b1c0a7afe2d7cb9dbbe783862b94dab8f2f800ff,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/invite-landing.md
.planning/06-pages/login.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,15475,180,168c2195b8fe36a343cc98550fd8cb4e5954966fb5ba3d11302e4c12b6816e94,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/login.md
.planning/06-pages/logs.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,30780,422,d713bce630cf05bce57a3541b8a99226848193e618810ce2b6baf09d6f2a916b,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/logs.md
.planning/06-pages/no-access.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,6811,111,efad678c36cc045c0adf6b54838dae20a4e50f04cc94a8b31d3dc444871b8fcb,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/no-access.md
.planning/06-pages/notifications.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,185856,2455,d3053fb8b2795ddc50f93b91edd561354b6b8d92c27923e413ced9ec1dabccff,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/notifications.md
.planning/06-pages/onboarding.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,9758,122,244f8373e09026c13abb8a241454e47919d079524a6bb2b3300e31d53fece89e,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/onboarding.md
.planning/06-pages/orders.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,100120,1130,4b621f2bea8bdff2be612c8b560ade0d865cd0987a45585e17b3c3d74f18da41,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/orders.md
.planning/06-pages/privacy.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,8077,138,b3fcc5fe8e628d2cab88595ee6a9ec789cea6a2b3f761ba4c360d8bb84c819ba,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/privacy.md
.planning/06-pages/profile.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,137970,1671,c061c8b5ff44c2c3e6b3afa1767ecfd0b4aa350bd4ce669d980ea7ffac6787f8,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/profile.md
.planning/06-pages/promotions.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,11285,186,d0d7005fe06325df9a5df6bbd84aa056b4aa2b7e9fbca0558dc0a747632f92a0,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/promotions.md
.planning/06-pages/providers.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,37450,561,c89c4d6ae44aac957824eefe143be2f793036a55faf17c0c470133f0fc1f27db,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/providers.md
.planning/06-pages/receipts.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,46217,590,a5b328a88088dcb19c0015c2ae0514fbfd8c245163e79284027cba85285fc476,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/receipts.md
.planning/06-pages/receiving-door.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,14313,235,1b1037f7a5fd17683d0729d844202bc01f900b4ff315e7341899b9aea61a4c73,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/receiving-door.md
.planning/06-pages/receiving.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,60410,721,4abf64aaa8e3627ee0cc4d7761a47c158194c628633e9e62cae4fb1a9408aed5,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/receiving.md
.planning/06-pages/recommendations-catalog.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,10639,188,f3e76e21829e2e69e3e8a00744c1ed0080b3dbc6bd690ed508fc03339b6d8fdc,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/recommendations-catalog.md
.planning/06-pages/recommendations.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,114433,1434,6fbd56dd74b7f8a1a4d49dc5359060500ceee23b095c1219acf324c404011632,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/recommendations.md
.planning/06-pages/register.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,14953,149,9396d292b04160f78745c1ebaa12f9bb6f716ea208c2d809a67ea7ebf75271a6,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/register.md
.planning/06-pages/reports.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,92106,1316,0b0aa35b736307ae68a60b1db14dea5a1257f9990e3d77432fd7c992305363c8,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/reports.md
.planning/06-pages/reset-password.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,6881,118,2047045489c8629ba247e0e8d56d444659516c6c5c539de6d43fd868eb4c9d0b,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/reset-password.md
.planning/06-pages/services.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,4075,121,2dfd4d39e09b393432eb298ea719e038281dbff25ae503a1e281def159cad75b,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/services.md
.planning/06-pages/settings.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,140285,1939,af2b30e9477e0732c70180258d38f4caf9b9d289ef908795083eeb1a43eea3fb,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/settings.md
.planning/06-pages/simpos-order-log.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,10481,182,0af830563fbec26954649abc9a1edbcafe74c061cbf8767c095eb7b4a532388e,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/simpos-order-log.md
.planning/06-pages/simpos-scenarios.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,8206,132,14df27caeccd8b253402c858fcc1b62d3297b04ec2a90af199b25cd48c104e81,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/simpos-scenarios.md
.planning/06-pages/simpos-terminal.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,18388,247,cc70ab5d9b9c7bedf3f3b056796e72e58095e3932d48822b412c2042f7e33516,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/simpos-terminal.md
.planning/06-pages/sommelier.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,13559,211,040d49d8110f221ba3433851f888858973132ec6b1aa463574f0b10c1d5750d1,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/sommelier.md
.planning/06-pages/studio-certify.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,13012,231,4c0ba7e2cb2d7689893cb1f9c3a3862ee22629d601125b4a5d4f4761466243cc,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/studio-certify.md
.planning/06-pages/studio-invite-redeem.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,9225,179,b59ee1b8a00fb96658f2c5172c564739c8937f624c4f6f4ee503c00e40319c05,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/studio-invite-redeem.md
.planning/06-pages/studio-queue.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,8541,167,bace5188fd4c35cc92eb7e49c2cebeee6029ba14a934a8c90242d71b2de51520,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/studio-queue.md
.planning/06-pages/studio.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,17616,259,6cc68c14b37f27dee5654ec39b88a7a6aaaa9f245930fa4e304cbb5d4feac3bb,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/studio.md
.planning/06-pages/team.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,72966,968,70e74d32ae385b9f13ed057394550fbefb744477ceef0a0810fbb1d26b63ff8a,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/team.md
.planning/06-pages/vendor-prices.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,29730,443,9c0d3db0e593afe5cf27325eaebe95f0e060d0d2e4872135719b64a9c91b8fa0,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/vendor-prices.md
.planning/06-pages/vendor-public-page.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,13829,240,5e9b38b9546acdf60d8b04b1051c0e222ce16f1012f5db9280b6dfab9e83fc7a,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/vendor-public-page.md
.planning/06-pages/verify-email.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,11534,143,79aee43f5134f327ebf6c0c6af8e201ccd3051d11995883e49bfd9d131040a0b,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/verify-email.md
.planning/06-pages/wines.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,page,142750,1990,4efa0bed59d22e0ec113cde9d2b413453270c5adffe756781ed1c494c14b3778,True,read_targeted_current,"All current purpose/features; other gap, maturity, design, amendment sections selectively read; historical baseline narratives previously read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/06-pages/wines.md
.planning/08-softwares/SOFTWARE-CONTRACT.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,support,4918,88,ec0fde1f4b2850460b79ca7900c2f0e9f51b2c4455caf2863e55352ee8b119f0,False,inventoried_only,"Current file fingerprinted and indexed, not a claim of semantic full read.",https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/SOFTWARE-CONTRACT.md
.planning/08-softwares/SOFTWARE-MAP.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,support,12799,145,baf6e4f85cd4752d485803e6ab37cfbadf85c62f7513c006bd85d8fb83fa7ce7,True,read_diff_current,Complete current delta against supplied baseline reviewed; existing baseline narratives previously read where a dossier.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/SOFTWARE-MAP.md
.planning/08-softwares/admin-health.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,10038,180,1d4783c019d6af9c6620ec4d00f2f2678ec9abc7629d8b408f150150bb7ca06e,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/admin-health.md
.planning/08-softwares/app-shell-support.md,60ed83a7e6d5eb8b8e0e631783a598cd0f562bff,software,4189,94,d31892bfd229af56b3532ce1454908faac4266e50686a92ead88cfc25a1b0bec,False,unchanged_baseline_narratives_read,Purpose/features/maturity/gaps/future as recorded in historical matrix; unchanged bytes at audited current commit.,https://github.com/aldemirkonuk/RestaurantAIAutomation/blob/60ed83a7e6d5eb8b8e0e631783a598cd0f562bff/.planning/08-softwares/app-shell-support.md
